"CC.6353","Notes (group working software)"
"CC.6354","QuickPlace (group working software)"
"CC.636","management information systems software (use)"
"CC.637","project management software (use)"
"CC.6371","Project (project management software)"
"CC.6372","Project Manager Workbench (project management software)"
"CC.6373","SuperProject (project management software)"
"CC.64","education / careers / schools software"
"CC.641","Authorware (elearning software)"
"CC.642","Encarta (online encyclopedia software)"
"CC.643","Moodle (course management software)"
"CC.65","health / sciences / environment software"
"CC.651","sciences software"
"CC.652","mathematics software"
"CC.6521","statistics software"
"CC.65211","Statistical Analysis System (SAS)"
"CC.65212","Statistical Package for the Social Sciences (SPSS)"
"CC.66","social sciences / humanities / arts and crafts software"
"CC.661","arts and crafts software"
"CC.6611","music software"
"CC.66111","Logic Pro (music software)"
"CC.66112","Reason (music software)"
"CC.6612","recording software (audio-visual)"
"CC.662","geographical information systems software (use)"
"CC.6621","Map Info (geographical information systems software)"
"CC.663","library software"
"CC.664","software for film/video industry"
"CC.6641","Shake (image compositing software)"
"CC.67","telephony applications"
"CC.671","Communication Server (telephony software)"
"CC.672","Optivity Telephony Manager (OTM)"
"CD.","INFORMATION WORK / INFORMATION USE"
"CD.1","arts / humanities information services"
"CD.2","business information services"
"CD.3","current affairs / news information services"
"CD.4","information / data collection and handling"
"CD.41","questionnaire design"
"CD.5","information sources: use/searching"
"CD.6","information work / services"
"CD.7","scientific / technical information services"
"CE.","LIBRARIES / LIBRARIANSHIP"
"CE.1","librarianship and library management"
"CE.2","libraries: specific types"
"CE.21","scientific or technical libraries"
"CE.3","library assistants' work"
"CE.4","library services"
"D","HUMANITIES (HISTORY / ARCHAEOLOGY / RELIGIOUS STUDIES / PHILOSOPHY)"
"DA.","HUMANITIES / GENERAL STUDIES / COMBINED STUDIES"
"DA.8","general studies"
"DA.81","liberal studies"
"DA.82","modular studies"
"DA.83","combined studies"
"DB.","HISTORY"
"DB.1","history (theoretical)"
"DB.11","theory / philosophy of history"
"DB.12","historical methods"
"DB.121","historical research"
"DB.123","historical sources"
"DB.124","historiography"
"DB.2","history of specific periods"
"DB.21","ancient history"
"DB.211","pre-classical history"
"DB.212","classical history"
"DB.22","early medieval history"
"DB.23","late medieval history"
"DB.24","renaissance history"
"DB.25","modern history (17th to 20th century)"
"DB.26","contemporary history (post-1945)"
"DB.3","prehistory"
"DB.31","stone age"
"DB.32","bronze age"
"DB.33","iron age"
"DB.4","international and comparative history"
"DB.41","international history"
"DB.42","comparative history"
"DB.5","British history"
"DB.52","British history: specific areas"
"DB.521","English history"
"DB.522","Anglo Irish history"
"DB.523","Scottish history"
"DB.524","Welsh history"
"DB.527","British Commonwealth history"
"DB.53","British history: specific periods"
"DB.531","ancient history (UK)"
"DB.5311","pre classical history (UK)"
"DB.5312","classical history (UK)"
"DB.532","early medieval history (500-1100) (UK)"
"DB.533","late medieval history (1100-1485) (UK)"
"DB.534","renaissance history (1485-1599) (UK)"
"DB.535","modern history (17th to 20th century) (UK)"
"DB.536","contemporary history (post-1945) (UK)"
"DB.6","history of specific areas / countries"
"DB.62","Europe: history"
"DB.63","Africa: history"
"DB.64","Americas: history"
"DB.65","Asia: history"
"DB.66","Australasia: history"
"DB.67","Middle East: history"
"DB.7","social history"
"DB.71","science / technology: history"
"DB.711","agricultural history"
"DB.712","garden history"
"DB.72","medicine: history"
"DB.73","religion: history"
"DB.74","economic / political history"
"DB.741","economic history"
"DB.7411","industrial history"
"DB.7412","labour history"
"DB.7413","transport history"
"DB.742","political history"
"DB.743","military history"
"DB.75","local / regional history"
"DB.751","local / regional studies"
"DB.76","war history"
"DB.77","maritime history"
"DB.78","sport history"
"DB.8","oral history"
"DB.9","family history"
"DB.91","genealogy"
"DC.","ARCHAEOLOGY"
"DC.2","archaeological practice"
"DC.21","archaeological surveying"
"DC.22","archaeological drawing"
"DC.23","excavation techniques"
"DC.24","analysis of artifacts"
"DC.26","field archaeology"
"DC.27","archaeological sciences"
"DC.272","bioarchaeology"
"DC.28","archaeological documentation"
"DC.3","archaeological conservation"
"DC.31","archaeological heritage management"
"DC.32","ancient monuments: conservation"
"DC.4","paleography"
"DC.42","hieroglyphics"
"DC.5","archaeology of specific kinds"
"DC.51","funerary archaeology"
"DC.52","industrial archaeology"
"DC.53","archaeology of religious buildings"
"DC.6","archaeology of specific environments"
"DC.61","marine archaeology"
"DC.62","landscape archaeology"
"DC.7","archaeology of specific areas / cultures"
"DC.72","Europe: archaeology"
"DC.722","Mediterranean Europe: archaeology"
"DC.7221","Greek archaeology"
"DC.7222","Roman archaeology"
"DC.723","British Isles archaeology"
"DC.73","Middle East: archaeology"
"DC.731","Assyriology"
"DC.732","Byzantine archaeology"
"DC.733","Egyptology"
"DC.74","Africa: archaeology"
"DC.75","Americas: archaeology"
"DC.76","Asia: archaeology"
"DC.77","Australasia / Austronesia: archaeology"
"DC.8","archaeology of specific periods / ages"
"DD.","RELIGION"
"DD.1","religious studies"
"DD.12","philosophy of religion"
"DD.13","systematic theology"
"DD.14","applied / practical theology"
"DD.15","comparative religion"
"DD.2","Christian religious studies"
"DD.21","Christian ethics"
"DD.22","biblical studies (Christian)"
"DD.3","Islamic religious studies"
"DD.4","Jewish religious studies"
"DD.5","Asian religious studies"
"DD.51","Buddhism"
"DD.52","Hinduism"
"DD.54","Sikhism"
"DD.56","Confucianism"
"DD.57","Taoism"
"DD.6","African religious studies"
"DD.7","Australasian religious studies"
"DD.8","Americas: religious studies"
"DD.9","pastoral studies"
"DD.91","ministry (religion)"
"DE.","PHILOSOPHY"
"DE.1","philosophy (theory)"
"DE.11","philosophical problems"
"DE.12","history of philosophy"
"DE.121","medieval philosophy"
"DE.13","history of ideas"
"DE.2","metaphysics"
"DE.21","ontology"
"DE.22","aesthetics"
"DE.23","philosophy of mind"
"DE.3","epistemology"
"DE.4","ethics"
"DE.41","moral philosophy"
"DE.42","social philosophy"
"DE.421","social ethics"
"DE.5","philosophical method"
"DE.51","logic (philosophy)"
"DE.53","linguistic philosophy / analysis"
"DE.6","philosophical systems / philosophers"
"DE.63","existentialism"
"DE.64","phenomenology"
"DE.7","philosophy of specific areas / cultures"
"DE.8","classical philosophy"
"DE.81","Greek classical philosophy"
"DE.82","Chinese classical philosophy"
"DF.","CLASSICS"
"E","POLITICS / ECONOMICS / LAW / SOCIAL SCIENCES"
"EA.","GOVERNMENT / POLITICS"
"EA.1","government / parliamentary studies"
"EA.11","parliamentary studies"
"EA.12","local government studies"
"EA.2","politics"
"EA.21","political philosophies"
"EA.22","political systems"
"EA.3","current affairs"
"EA.4","policy studies"
"EA.5","trade union studies"
"EA.6","international politics"
"EA.61","diplomatic studies"
"EA.62","environmental (green) studies"
"EA.63","development politics"
"EA.7","strategic studies"
"EA.71","peace studies"
"EA.72","defence studies"
"EA.73","war studies"
"EA.74","international relations"
"EA.8","United Kingdom: government / politics"
"EA.81","England: government / politics"
"EA.82","Northern Ireland: government / politics"
"EA.83","Scotland: government / politics"
"EA.84","Wales: government / politics"
"EA.9","politics of specific areas / countries"
"EA.91","European Union politics"
"EA.92","Europe: politics"
"EA.93","Middle East: politics"
"EA.94","Africa: politics"
"EA.95","Americas: politics"
"EA.952","North America: politics"
"EA.96","Asia: politics"
"EA.97","Australasia / Austronesia: politics"
"EA.99","Third World politics"
"EB.","ECONOMICS"
"EB.2","economic policy"
"EB.21","economic planning"
"EB.22","fiscal (taxation) planning"
"EB.3","macroeconomics"
"EB.4","microeconomics"
"EB.5","econometrics"
"EB.51","economic analysis"
"EB.53","economic forecasting"
"EB.6","applied economics"
"EB.62","business / industrial economics"
"EB.63","social economics"
"EB.631","health economics"
"EB.64","natural resource economics"
"EB.641","environmental economics"
"EB.642","land economics"
"EB.643","food / agricultural economics"
"EB.65","labour economics"
"EB.66","transport economics"
"EB.7","international economics"
"EB.71","European Union economics"
"EB.72","Europe: economics"
"EB.73","Middle East: economics"
"EB.74","Africa: economics"
"EB.75","Americas: economics"
"EB.76","Asia: economics"
"EB.77","Australasia / Austronesia: economics"
"EB.79","development economics"
"EC.","LAW"
"EC.1","law / legal studies"
"EC.12","jurisprudence"
"EC.13","comparative law"
"EC.14","legal history"
"EC.15","legal theory"
"EC.16","equity"
"EC.2","international law"
"EC.21","maritime law"
"EC.3","law of specific areas / countries"
"EC.31","European Union: law"
"EC.311","Working Time - EC directive"
"EC.32","Europe: law"
"EC.33","Middle East: law"
"EC.34","Africa: law"
"EC.35","Americas: law"
"EC.36","Asia: law"
"EC.37","Australasia / Austronesia: law"
"EC.4","United Kingdom: law"
"EC.41","English law"
"EC.44","Welsh law"
"EC.5","constitutional / public law"
"EC.51","administrative law"
"EC.52","legal rights (law)"
"EC.521","sex discrimination (legal rights)"
"EC.522","race discrimination (legal rights)"
"EC.53","environmental law"
"EC.54","immigration law"
"EC.55","media law"
"EC.6","criminal law"
"EC.7","civil law"
"EC.71","contract law"
"EC.72","torts / liabilities"
"EC.721","accident compensation law"
"EC.73","family law"
"EC.731","welfare law"
"EC.732","children's law"
"EC.74","property law"
"EC.741","intellectual property"
"EC.7411","copyright / patents (law)"
"EC.742","conveyancing"
"EC.743","inheritance tax law"
"EC.75","company law"
"EC.751","labour law"
"EC.76","consumer law"
"EC.77","law (specific statutes)"
"EC.771","Data Protection Act"
"EC.772","Disability Discrimination Act"
"EC.773","Equal Opportunities Legislation"
"EC.774","Mental Health Act"
"EC.8","legal practice / procedures"
"EC.81","legal procedures"
"EC.812","criminal legal procedures"
"EC.813","employment tribunals"
"EC.814","court procedures"
"EC.816","expert witness"
"EC.817","arbitration"
"EC.82","legal practice"
"EC.822","legal executives work"
"EC.824","paralegal work"
"EC.83","legal advice work"
"EC.84","legal drafting"
"ED.","SOCIAL SCIENCES"
"ED.8","social studies: applied"
"EE.","SOCIAL STUDIES"
"EE.2","sociology"
"EE.22","sociology of specific subjects"
"EE.221","sociology of industry"
"EE.223","sociology of organisations"
"EE.225","sociology of religion"
"EE.226","sociology of science"
"EE.227","sociology of welfare"
"EE.228","urban sociology"
"EE.229","sociology of health and sickness"
"EE.23","anthropology"
"EE.231","biological anthropology"
"EE.232","social anthropology"
"EE.2321","ethnology"
"EE.2322","demography"
"EE.234","paleoecology"
"EE.235","paleopathology"
"EE.24","criminology"
"EE.241","offenders (criminology)"
"EE.242","prisons / penal policy"
"EE.243","socio-legal studies"
"EE.25","sociological theory"
"EE.26","comparative sociology"
"EE.3","community studies"
"EE.31","community development"
"EE.32","community relations"
"EE.321","race relations"
"EE.4","age studies"
"EE.5","youth studies"
"EE.51","youth development"
"EE.6","regional studies"
"EE.7","industrial studies"
"EE.71","labour studies"
"EE.8","social research"
"EE.81","social research methods"
"EE.83","social data analysis"
"EE.9","family studies"
"F","AREA STUDIES / CULTURAL STUDIES / LANGUAGES / LITERATURE"
"FB.","CULTURE / GENDER / FOLKLORE"
"FB.1","cultural studies"
"FB.11","arts (culture) and society"
"FB.12","popular culture"
"FB.13","cultural traditions"
"FB.14","religion and culture"
"FB.15","multicultural studies"
"FB.2","gender studies"
"FB.21","women's studies"
"FB.22","men's studies"
"FB.3","contemporary studies"
"FB.4","folklore"
"FB.41","paranormal phenomena"
"FB.411","parapsychology"
"FB.412","UFOlogy"
"FB.42","predictions"
"FB.421","astrology"
"FB.422","palmistry"
"FB.423","tarot cards"
"FB.43","mythology"
"FB.44","divining"
"FB.5","dream interpretation"
"FC.","LITERATURE"
"FC.2","literature: history / criticism"
"FC.21","literary history"
"FC.22","literary criticism"
"FC.221","critical theory"
"FC.222","textual criticism"
"FC.23","literary research"
"FC.24","comparative literature"
"FC.25","literary stylistics"
"FC.3","literature: specific forms"
"FC.31","poetry"
"FC.32","dramatic literature"
"FC.33","novels / short stories"
"FC.331","specific genre writing"
"FC.34","belles lettres"
"FC.35","biographical literature"
"FC.36","children's literature"
"FC.37","humour (literature)"
"FC.38","oral literature"
"FC.4","English literature"
"FC.41","English literature of specific periods"
"FC.411","old English literature"
"FC.412","medieval English literature"
"FC.413","sixteenth century English literature"
"FC.414","seventeenth century English literature"
"FC.415","eighteenth century English literature"
"FC.416","nineteenth century English literature"
"FC.417","twentieth century English literature"
"FC.48","English literature: specific authors"
"FC.481","Shakespeare"
"FC.5","literature: specific periods"
"FC.51","classical literature"
"FC.6","literature of specific areas / countries"
"FC.62","Europe: literature"
"FC.621","British Isles: literature of specific areas"
"FC.6211","Ireland: literature"
"FC.6212","Scotland: literature"
"FC.6213","Wales: literature"
"FC.63","Middle East: literature"
"FC.64","Africa: literature"
"FC.65","Americas: literature"
"FC.652","North America: literature"
"FC.653","Caribbean: literature"
"FC.654","Latin America: literature"
"FC.655","South American literature"
"FC.66","Asia: literature"
"FC.662","India / Central Asia: literature"
"FC.663","Far East (East Asia): literature"
"FC.67","Australasia / Austronesia: literature"
"FJ.","LINGUISTIC STUDIES"
"FJ.2","linguistics"
"FJ.22","historical / comparative linguistics"
"FJ.23","phonetics / phonology"
"FJ.24","syntax / morphology"
"FJ.241","morphology (linguistics)"
"FJ.242","syntax (linguistics)"
"FJ.243","vocabulary"
"FJ.244","lexicology"
"FJ.245","etymology"
"FJ.25","semantics"
"FJ.26","computational linguistics"
"FJ.27","psycholinguistics"
"FJ.28","sociolinguistics"
"FJ.3","interpreting"
"FJ.31","community interpreting"
"FJ.32","conference interpreting"
"FJ.4","translation"
"FM.","AREA / DIASPORA STUDIES"
"FM.1","area studies"
"FM.11","Third World studies"
"FM.12","British Commonwealth studies"
"FM.13","Soviet studies"
"FM.14","international studies"
"FM.2","diaspora studies"
"FM.21","Black studies"
"FM.22","Jewish studies"
"FM.23","Celtic diaspora studies"
"FM.25","Islamic studies"
"FM.26","Hispanic studies"
"FM.3","British Isles studies"
"FM.31","English studies"
"FM.32","Irish studies"
"FM.33","Northern Ireland studies"
"FM.34","Scottish studies"
"FM.35","Welsh studies"
"FM.4","European studies"
"FM.41","Europe: studies (general)"
"FM.411","Balkan studies"
"FM.412","Celtic studies"
"FM.413","Eastern Europe: studies"
"FM.414","Scandinavia: studies"
"FM.415","Western Europe: studies"
"FM.416","European Union: studies"
"FM.42","Europe (specific countries) studies"
"FM.421","France studies"
"FM.422","Germany studies"
"FM.423","Greece studies"
"FM.424","Italy studies"
"FM.425","Russian Federation: studies"
"FM.426","Spain studies"
"FM.495","Russian Federation: studies"
"FM.5","African studies"
"FM.6","Americas: studies"
"FM.61","American studies"
"FM.612","Latin America: studies"
"FM.613","Caribbean studies"
"FM.63","North American studies"
"FM.631","Canada: studies"
"FM.632","United States: studies"
"FM.64","Central American studies"
"FM.65","South Central American studies"
"FM.66","South American studies"
"FM.67","West Indies studies"
"FM.7","Asian studies"
"FM.72","India / Central Asia states: studies"
"FM.722","Afghanistan: studies"
"FM.725","India: studies"
"FM.73","East Asia states: studies"
"FM.732","China: studies"
"FM.733","Japan: studies"
"FM.738","Tibet: studies"
"FM.74","South East Asia states: studies"
"FM.75","North West Asia: studies"
"FM.8","Australasian / Austronesian studies"
"FM.9","Middle East: studies"
"FM.91","Middle Eastern studies:"
"FM.912","Arabic studies"
"FM.913","Byzantine studies"
"FM.914","Iranian (Farsi) studies"
"FM.915","Turkish (Ottoman) studies"
"FM.92","Arabian states: studies"
"FM.93","Iran: studies"
"FM.94","Iraq: studies"
"FM.95","Israel: studies"
"FM.96","Jordan: studies"
"FM.97","Lebanon: studies"
"FM.98","Syria: studies"
"FM.99","Turkey: studies"
"FN.","LANGUAGES"
"FN.1","language studies"
"FN.12","modern languages"
"FN.121","languages for business"
"FN.122","community languages"
"FN.14","community languages"
"FN.15","ancient languages"
"FN.16","biblical languages"
"FN.2","English language"
"FN.21","English language of specific periods"
"FN.212","old English (Anglo-Saxon)"
"FN.213","middle English"
"FN.214","early modern English"
"FN.22","English for speakers of other languages (ESOL)"
"FN.221","English as an additional language (EAL)"
"FN.222","English as a foreign language (EFL)"
"FN.24","English for specific purposes"
"FN.241","English for business"
"FN.3","Europe: languages"
"FN.32","classical languages (Latin & Greek)"
"FN.323","Latin language"
"FN.325","Greek (classical)"
"FN.326","Greek (New Testament)"
"FN.33","Germanic languages"
"FN.331","Icelandic language"
"FN.332","Dutch language"
"FN.3323","Afrikaans language"
"FN.333","Danish language"
"FN.335","German language"
"FN.3362","Icelandic language"
"FN.3363","Norwegian language"
"FN.337","Swedish language"
"FN.338","Yiddish"
"FN.339","Norwegian language"
"FN.34","Romance languages"
"FN.342","Catalan language"
"FN.343","French language"
"FN.344","Italian language"
"FN.346","Portuguese language"
"FN.347","Romanian language"
"FN.349","Spanish language"
"FN.35","Celtic languages"
"FN.352","Breton language"
"FN.353","Cornish language"
"FN.354","Irish (Gaeilge)"
"FN.355","Manx"
"FN.356","Scottish Gaelic"
"FN.357","Welsh language"
"FN.36","Slavonic languages"
"FN.361","Bulgarian language"
"FN.362","Czech language"
"FN.363","Polish language"
"FN.364","Russian language"
"FN.365","Serbo-Croatian language"
"FN.3651","Bosnian language"
"FN.3652","Croatian language"
"FN.3653","Serbian language"
"FN.366","Slovak language"
"FN.367","Slovene language"
"FN.368","Ukranian language"
"FN.39","Europe languages (other)"
"FN.391","Baltic languages"
"FN.3911","Latvian language"
"FN.3912","Lithuanian language"
"FN.392","Finno-Ugric languages"
"FN.3921","Estonian language"
"FN.3922","Finnish language"
"FN.3923","Hungarian language"
"FN.393","Albanian language"
"FN.394","Armenian language"
"FN.395","Basque language"
"FN.396","Georgian language"
"FN.397","Greek: modern"
"FN.4","Africa: languages"
"FN.41","Afrikaans language"
"FN.42","African Native languages"
"FN.421","Amharic"
"FN.422","Hausa"
"FN.423","Igbo"
"FN.424","Shona"
"FN.425","Somali"
"FN.426","Swahili"
"FN.427","Twi"
"FN.428","Yoruba"
"FN.429","Zulu"
"FN.5","Americas: languages"
"FN.55","Brazilian Portugese"
"FN.56","Latin American Spanish"
"FN.7","Oceanic / Australasian languages"
"FN.8","Asia: languages"
"FN.81","Indic languages"
"FN.811","Bengali language"
"FN.812","Gujurati language"
"FN.813","Hindi language"
"FN.814","Punjabi language"
"FN.815","Nepali language"
"FN.816","Sanskrit"
"FN.817","Urdu language"
"FN.82","Semitic languages"
"FN.821","Arabic language"
"FN.8211","classical/Quranic Arabic"
"FN.822","Aramaic language"
"FN.823","Hebrew language"
"FN.83","Asian languages (other)"
"FN.831","Altaic language"
"FN.8311","Mongolian languages"
"FN.8312","Turkish languages"
"FN.832","Austronesian languages"
"FN.8321","Indonesian language"
"FN.8322","Malay language"
"FN.833","Iranian languages"
"FN.8331","Kurdish language"
"FN.8332","Persian (Farsi) language"
"FN.834","Mon-Khmer languages"
"FN.8341","Khmer / Cambodian"
"FN.8342","Vietnamese language"
"FN.835","Sino-Tibetan languages"
"FN.8351","Burmese language"
"FN.8352","Chinese languages"
"FN.83521","Cantonese language"
"FN.83522","Mandarin language"
"FN.8353","Tibetan language"
"FN.836","Japanese language"
"FN.837","Korean language"
"FN.838","Tamil language"
"FN.839","Thai language"
"FN.9","international artificial languages"
"FN.91","Esperanto"
"G","EDUCATION / TRAINING / TEACHING"
"GA.","EDUCATION / TRAINING / LEARNING (THEORY)"
"GA.1","education studies"
"GA.11","higher education (general)"
"GA.111","higher education learning issues"
"GA.12","further education (general)"
"GA.121","further education learning issues"
"GA.13","adult / community education (general)"
"GA.131","adult / community education learning issues"
"GA.14","secondary schools (general)"
"GA.141","secondary schools learning issues"
"GA.15","primary schools (general)"
"GA.151","primary schools learning issues"
"GA.16","nursery schools (general)"
"GA.161","nursery schools learning issues"
"GA.17","multicultural education (general)"
"GA.171","multicultural education learning issues"
"GA.18","integrated education (general)"
"GA.181","integrated education learning issues"
"GA.19","special education (general)"
"GA.191","special education learning issues"
"GA.2","comparative education"
"GA.3","education theory / philosophy"
"GA.31","history of education"
"GA.32","sociology of education"
"GA.33","learning theory"
"GA.331","child development (education)"
"GA.332","early learning"
"GA.4","education research"
"GA.5","education policy / planning"
"GA.7","equal opportunities in education"
"GA.8","problem awareness / counselling (for teachers)"
"GA.9","training (general)"
"GB.","TEACHING / TRAINING"
"GB.1","teaching / training (general)"
"GB.11","teacher training access / preparatory studies"
"GB.12","school based training (for teachers)"
"GB.13","teaching (general)"
"GB.14","training practice"
"GB.141","training for trainers"
"GB.2","teaching / training in post-compulsory education"
"GB.22","teaching / training in further education"
"GB.23","teaching / training in higher education"
"GB.24","teaching / training in adult education"
"GB.25","teaching / training in community education"
"GB.3","teaching in schools"
"GB.31","teaching in secondary schools"
"GB.32","teaching in primary schools"
"GB.33","education assistants"
"GB.34","teaching in nursery schools"
"GB.5","remedial teaching"
"GB.6","literacy / special needs teaching"
"GB.61","learning disadvantaged people: teaching"
"GB.613","people with other languages: teaching"
"GB.62","literacy / basic skills teaching"
"GB.621","reading and writing (literacy) teaching"
"GB.622","basic mathematics (numeracy) teaching"
"GB.623","communication skills (basic skills) teaching"
"GB.624","social skills (basic skills) teaching"
"GB.625","living skills (basic skills) teaching"
"GB.63","hearing impaired people: teaching"
"GB.64","vision impaired people: teaching"
"GB.65","people with learning difficulties: teaching"
"GB.66","people with severe learning difficulties: teaching"
"GB.68","gifted people: teaching"
"GB.69","dyslexic people: teaching"
"GB.7","teaching / training methods / skills"
"GB.71","learning methods"
"GB.72","teaching / training skills"
"GB.721","tutoring"
"GB.722","group work (teaching / training)"
"GB.723","coaching (teaching / training)"
"GB.725","mentoring"
"GB.73","outdoor education (teaching / training)"
"GB.74","teacher / trainer assessment"
"GB.75","teaching / training methods"
"GB.751","training methods for specific industries"
"GB.8","learning / training design / development"
"GB.81","learning / training needs assessment"
"GB.82","curriculum development"
"GB.83","learning / training design"
"GB.831","course design"
"GB.832","flexible learning design"
"GB.84","National Curriculum (teaching)"
"GB.85","National Vocational qualifications (NVQs/SVQs/GNVQs/gSVQs)"
"GB.851","VQs assessment / verification"
"GB.853","VQ development"
"GB.86","learning assessment / testing"
"GB.864","training evaluation"
"GB.865","accreditation of prior learning"
"GB.87","vocational preparation work"
"GB.88","training development"
"GB.881","continuing professional development (CPD)"
"GB.882","management education / development"
"GB.9","learning resources / educational technology"
"GB.91","educational technology"
"GB.92","learning resources"
"GB.93","learning materials design"
"GB.931","distance learning materials design"
"GB.94","film / television / video in education"
"GB.95","computers in education"
"GB.96","computer based training (CBT) (general)"
"GB.97","computer assisted learning (CAL) (general)"
"GB.98","visual aids production / use (teaching)"
"GC.","TEACHING / TRAINING: SPECIFIC SUBJECTS"
"GC.1","business / industry / engineering teaching / training"
"GC.11","business and management studies teaching / training"
"GC.111","business studies teaching / training"
"GC.112","management studies teaching / training"
"GC.12","craft design and technology (CDT) teaching / training"
"GC.122","technology: general teaching / training"
"GC.2","information technology / computer / information teaching / training"
"GC.21","information technology (general) teaching / training"
"GC.22","computer studies teaching / training"
"GC.3","office / secretarial / sales work teaching / training"
"GC.4","social sciences / humanities / culture teaching / training"
"GC.47","cultural studies teaching / training"
"GC.474","literature teaching"
"GC.475","history teaching"
"GC.477","religious studies teaching"
"GC.48","social studies teaching / training"
"GC.5","languages / reading teaching / training"
"GC.51","languages teaching / training: general"
"GC.512","modern languages teaching / training"
"GC.513","classical languages teaching / training"
"GC.514","teaching a national language as a second/foreign language"
"GC.52","English language teaching"
"GC.521","TESOL (teaching English to speakers of other languages)"
"GC.522","TEFL (teaching English as a foreign language)"
"GC.523","TESL (teaching English as a second language)"
"GC.524","GPE (general purpose English) teaching"
"GC.525","TESP (teaching English for specific purposes)"
"GC.53","foreign languages teaching / training"
"GC.59","reading teaching (schools)"
"GC.6","arts and crafts / communication / performing arts teaching / training"
"GC.61","arts and crafts teaching / training"
"GC.62","communication arts teaching / training"
"GC.63","self development / communication skills teaching / training"
"GC.631","self development teaching / training"
"GC.633","relaxation arts / yoga teaching / training"
"GC.64","performing arts teaching / training"
"GC.641","dance teaching / training"
"GC.643","drama teaching / training"
"GC.644","music teaching / training"
"GC.645","music performance teaching / training"
"GC.7","sports / physical education teaching / training"
"GC.71","exercise to music teaching / training"
"GC.72","fitness trainer training"
"GC.8","science / mathematics / environment / health teaching / training"
"GC.81","sciences teaching"
"GC.8131","geography teaching"
"GC.82","mathematics teaching"
"GC.83","health care / medicine teaching / training"
"GC.836","nursing teaching / training"
"GC.84","health and safety teaching / training"
"GC.86","environment studies teaching / training"
"GC.89","earth sciences / geography teaching"
"GC.9","agriculture / catering / leisure services teaching / training"
"GC.92","cookery / food processing teaching / training"
"GC.94","leisure / tourist services teaching / training"
"GC.99","veterinary studies / animal care teaching / training"
"GD.","EDUCATION / SCHOOL ADMINISTRATION"
"GD.2","higher education administration"
"GD.3","further education administration"
"GD.4","community education administration"
"GD.5","school administration"
"GD.51","secondary school administration"
"GD.52","primary school administration"
"GD.53","school inspection / assessment"
"GD.55","school governors' work"
"GD.58","nursery school administration"
"GD.8","school support work / helpers"
"GD.81","learning support / classroom assistant"
"GD.82","playground supervisors"
"GD.9","education / industry links"
"GF.","CAREERS / EDUCATION GUIDANCE WORK"
"GF.1","careers advice work"
"GF.13","careers advice for secondary school students"
"GF.14","careers advice for further / higher education students"
"GF.15","careers advice for adults"
"GF.16","careers advice for people with special needs"
"GF.2","careers counselling"
"GF.3","education guidance work"
"H","FAMILY CARE / PERSONAL DEVELOPMENT / PERSONAL CARE and APPEARANCE"
"HB.","PERSONAL and SELF DEVELOPMENT"
"HB.1","self development"
"HB.11","consciousness raising"
"HB.12","discussion groups (for self development)"
"HB.2","self appraisal (personal)"
"HB.3","stress / tension handling"
"HB.31","relaxation"
"HB.32","stress control (personal)"
"HB.33","meditation"
"HB.34","yoga (meditation)"
"HB.4","mind improvement"
"HB.41","memory improvement"
"HB.42","neurolinguistic programming"
"HB.5","personal safety awareness"
"HB.6","self presentation"
"HB.62","assertiveness (social)"
"HB.63","self image (self presentation)"
"HB.64","business image (self presentation)"
"HB.7","interpersonal skills (self development)"
"HB.71","body language"
"HB.72","listening skills"
"HB.8","personal development groups"
"HB.81","co-counselling groups"
"HB.82","action learning groups"
"HB.9","adventure / outdoor training"
"HC.","CAREER CHANGE / ACCESS"
"HC.1","career planning"
"HC.2","retirement preparation"
"HC.3","redundancy / unemployment preparation"
"HC.4","preparatory courses"
"HC.41","preparatory courses (special needs)"
"HC.42","preparation for work"
"HC.421","public service preparation"
"HC.422","military services preparation"
"HC.43","preparation for training / education"
"HC.44","vocational preparation"
"HC.45","return to work"
"HC.5","bridging courses"
"HC.51","bridging courses (special needs)"
"HC.6","job search skills"
"HC.61","CV preparation"
"HC.62","job applications"
"HC.63","job interviews"
"HC.7","study skills"
"HC.71","reading (study skills)"
"HC.711","speed reading"
"HC.72","essay writing (study skills)"
"HC.73","learning skills"
"HC.74","note taking (study skills)"
"HC.75","library use (study skills)"
"HC.76","dyslexia self help"
"HC.77","academic writing"
"HC.8","access courses (general)"
"HD.","BASIC SKILLS"
"HD.2","basic communication skills"
"HD.3","reading and writing (literacy)"
"HD.31","reading (literacy)"
"HD.32","writing (literacy)"
"HD.33","spelling (literacy)"
"HD.4","mathematics (numeracy)"
"HD.5","social skills"
"HD.6","independent living"
"HD.8","home management"
"HE.","PERSONAL FINANCE / CONSUMERISM / RIGHTS"
"HE.1","personal finance"
"HE.11","personal budgets"
"HE.12","personal investments"
"HE.13","personal pensions"
"HE.2","home buying / selling"
"HE.21","mortgages (home buying)"
"HE.3","will making"
"HE.4","personal rights"
"HE.5","legal rights (personal)"
"HE.6","welfare rights"
"HE.7","consumerism"
"HE.71","consumer rights"
"HE.8","benefits"
"HF.","PARENTING / CARERS"
"HF.1","parenting"
"HF.11","mother and toddler groups"
"HF.13","single parenting"
"HF.14","foster parenting"
"HF.15","adoption of children"
"HF.2","pregnancy / birth preparation"
"HF.3","children with emotional / behavioural difficulties (parenting)"
"HF.31","children with emotional difficulties (parenting)"
"HF.32","children with behavioural difficulties (parenting)"
